word_x	word_y	f_xy	f_x	f_y	pmi
all	over	11	572	169	1.771355725847329
look	city	3	206	128	1.7711368538085432
this	confirm	3	1758	15	1.7710274302398392
this	sponsor	6	1758	30	1.7710274302398392
this	junior	3	1758	15	1.7710274302398392
this	writer	4	1758	20	1.7710274302398392
no	problem	10	615	143	1.7702890381529763
and	spirit	3	1649	16	1.7702616975542946
and	unique	6	1649	32	1.7702616975542946
and	dark	3	1649	16	1.7702616975542946
and	dad	3	1649	16	1.7702616975542946
to	fail	10	2257	39	1.7690100531038835
work	doe	9	372	213	1.7687314503790483
but	excite	4	518	68	1.7684037513337123
at	suspect	4	952	37	1.7684037513337123
at	sign	4	952	37	1.7684037513337123
but	whole	4	518	68	1.7684037513337123
no	parent	3	615	43	1.7669300260630616
very	easy	4	425	83	1.7663164178986166
very	interest	4	425	83	1.7663164178986166
by	local	5	689	64	1.7662428024536765
his	receive	4	504	70	1.7661119398257226
i	hope	20	2633	67	1.7660219786541327
to	move	22	2257	86	1.765651041013969
in	feb	4	2353	15	1.7654986794377896
in	contest	4	2353	15	1.7654986794377896
in	spot	8	2353	30	1.7654986794377896
in	journal	4	2353	15	1.7654986794377896
see	do	39	253	1361	1.764632172934549
park	there	6	96	552	1.7641504234924366
read	love	4	121	292	1.763987084115994
big	’m	3	155	171	1.7636604608316264
on	note	4	1178	30	1.7636604608316264
on	west	4	1178	30	1.7636604608316264
on	spot	4	1178	30	1.7636604608316264
on	9	4	1178	30	1.7636604608316264
get	right	10	470	188	1.7634971769153307
off	get	5	94	470	1.7634971769153307
last	die	3	130	204	1.7628442259918116
all	’re	11	572	170	1.7628442259918116
’s	concern	8	1505	47	1.7625382569459038
any	much	5	185	239	1.7623547066609073
every	live	3	157	169	1.7621371958179504
really	food	3	305	87	1.762028452692785
of	nov	9	2277	35	1.760398288631329
in	city	34	2353	128	1.7598521162966474
for	america	4	1865	19	1.7597874516844199
for	date	8	1865	38	1.7597874516844199
day	another	5	226	196	1.7597141686275721
would	decision	3	341	78	1.7586072331053408
it	fun	20	3347	53	1.758029684908239
your	list	4	546	65	1.7575499263222987
my	i	154	519	2633	1.7573788865615634
sense	of	10	39	2277	1.756282180159097
me	keep	3	249	107	1.756168462522534
go	keep	4	332	107	1.756168462522534
a	former	13	5773	20	1.7560809935165507
make	definitely	3	404	66	1.7550317788815135
make	hospital	3	404	66	1.7550317788815135
’s	where	11	1505	65	1.754190914232384
that	why	18	1723	93	1.7527340843799384
’s	true	12	1505	71	1.7523424898400153
us	they	28	172	1450	1.7519278627238148
out	them	6	189	283	1.7507367139388068
eye	n’t	3	37	723	1.750332178411694
any	never	5	185	241	1.750332178411694
no	food	6	615	87	1.7502512849164311
your	power	3	546	49	1.7501703959567012
her	name	4	388	92	1.749200082026465
her	miss	4	388	92	1.749200082026465
this	post	13	1758	66	1.7490011239098402
it	pattern	3	3347	8	1.748984545305232
it	dark	6	3347	16	1.748984545305232
it	dedication	3	3347	8	1.748984545305232
it	de	3	3347	8	1.748984545305232
new	look	6	260	206	1.7487690407800889
work	’ve	5	372	120	1.748553568441418
get	lot	8	470	152	1.7482304202620202
we	lose	21	1821	103	1.7479765688893092
with	begin	15	1126	119	1.747756600490951
but	almost	4	518	69	1.7473421358058825
we	try	22	1821	108	1.746703789767596
in	residence	5	2353	19	1.7463898564900848
in	william	5	2353	19	1.7463898564900848
miss	do	14	92	1361	1.746016494767202
all	us	11	572	172	1.7459704074274154
his	stand	4	504	71	1.7456478372660071
bad	our	3	65	413	1.7452715965438619
everything	want	4	102	351	1.7449223179945492
good	remember	3	548	49	1.7448954539160269
and	goal	14	1649	76	1.744726605447157
for	catch	10	1865	48	1.7446805592942116
security	for	5	24	1865	1.7446805592942116
i	struggle	5	2633	17	1.7446483278615657
i	suggestion	5	2633	17	1.7446483278615657
on	court	5	1178	38	1.7445516378839216
we	our	84	1821	413	1.7444791246530822
he	bear	25	1709	131	1.7441713868317408
by	smith	3	689	39	1.7438749894252221
that	wall	5	1723	26	1.7434562707919277
year	woman	3	320	84	1.7433918633256391
away	them	3	95	283	1.7431235298289316
he	central	4	1709	21	1.741420775815706
he	manage	4	1709	21	1.741420775815706
he	professional	4	1709	21	1.741420775815706
he	sept	4	1709	21	1.741420775815706
she	research	4	970	37	1.7413805775671658
from	video	3	508	53	1.7410322396563969
ca	right	4	191	188	1.7406572005572196
not	hide	4	1995	18	1.740576847718585
not	wish	4	1995	18	1.740576847718585
deal	but	3	52	518	1.7403893751641157
do	forget	5	1361	33	1.7397575042955198
big	like	7	155	406	1.7385694798687958
time	some	13	369	317	1.7372985622118944
can	education	3	900	30	1.7369655941662063
can	plant	3	900	30	1.7369655941662063
me	think	6	249	217	1.7360842164792016
say	quite	3	458	59	1.7357905435329766
with	attitude	3	1126	24	1.735683768190376
with	21	4	1126	32	1.735683768190376
with	total	4	1126	32	1.735683768190376
with	passion	3	1126	24	1.735683768190376
with	conduct	3	1126	24	1.735683768190376
with	david	4	1126	32	1.735683768190376
with	credit	4	1126	32	1.735683768190376
with	15	5	1126	40	1.735683768190376
with	28	3	1126	24	1.735683768190376
with	effort	5	1126	40	1.735683768190376
about	detail	3	510	53	1.7353634895697045
agree	do	8	53	1361	1.7343030742034116
also	art	3	712	38	1.7339764365817785
in	progress	6	2353	23	1.7337898197104513
and	finish	19	1649	104	1.7327869921356318
him	help	3	177	153	1.7326439882161127
him	call	4	177	204	1.7326439882161127
to	thomas	4	2257	16	1.7324841770787696
to	impossible	3	2257	12	1.7324841770787696
to	alternative	4	2257	16	1.7324841770787696
to	19	7	2257	28	1.7324841770787696
to	somewhere	3	2257	12	1.7324841770787696
to	participate	4	2257	16	1.7324841770787696
to	door	13	2257	52	1.7324841770787696
to	sight	3	2257	12	1.7324841770787696
to	bay	3	2257	12	1.7324841770787696
to	stick	5	2257	20	1.7324841770787696
meal	you	3	21	1290	1.732164607902385
you	manage	3	1290	21	1.732164607902385
’s	environment	3	1505	18	1.732164607902385
’s	actually	9	1505	54	1.732164607902385
’s	passion	4	1505	24	1.732164607902385
’s	describe	3	1505	18	1.732164607902385
’s	cast	3	1505	18	1.732164607902385
’s	coffee	3	1505	18	1.732164607902385
you	when	5	1290	35	1.732164607902385
’s	taste	4	1505	24	1.732164607902385
’s	million	3	1505	18	1.732164607902385
on	appeal	3	1178	23	1.7319516011042881
on	paul	3	1178	23	1.7319516011042881
on	honor	3	1178	23	1.7319516011042881
he	join	7	1709	37	1.7316397550231206
stop	n’t	8	100	723	1.730966853544763
change	never	6	225	241	1.730966853544763
man	see	4	143	253	1.729809968797906
that	anyway	4	1723	21	1.7296504712668972
she	handle	3	970	28	1.7284415218596678
17	they	4	25	1450	1.726981505593584
not	but	114	1995	518	1.7265835756390853
year	bring	3	320	85	1.7263183499666976
8	and	6	33	1649	1.7258675781958412
provide	no	8	118	615	1.725589230682162
a	pose	7	5773	11	1.7254926736831275
a	combination	7	5773	11	1.7254926736831275
other	too	5	210	216	1.7254699553283768
have	patrick	4	2793	13	1.7246353038495637
not	case	20	1995	91	1.7246353038495637
have	succeed	4	2793	13	1.7246353038495637
have	republican	4	2793	13	1.7246353038495637
the	outcome	16	8549	17	1.723672080490123
our	team	7	413	154	1.723245290213863
our	definitely	3	413	66	1.723245290213863
will	2015	3	1136	24	1.7229277607659235
will	ticket	5	1136	40	1.7229277607659235
will	benefit	6	1136	48	1.7229277607659235
will	registration	3	1136	24	1.7229277607659235
up	’re	4	214	170	1.721816957731757
your	response	3	546	50	1.7210240502971845
a	huge	26	5773	41	1.720457083785829
we	protect	3	1821	15	1.720231578406405
we	ignore	3	1821	15	1.720231578406405
we	improve	7	1821	35	1.720231578406405
we	afraid	4	1821	20	1.720231578406405
we	reduce	3	1821	15	1.720231578406405
happen	that	21	111	1723	1.7198694504743117
of	100	3	2277	12	1.719756304133983
exact	of	3	12	2277	1.719756304133983
of	method	4	2277	16	1.719756304133983
of	sight	3	2277	12	1.719756304133983
of	exhibit	3	2277	12	1.719756304133983
of	future	16	2277	64	1.719756304133983
of	applaud	3	2277	12	1.719756304133983
of	pride	4	2277	16	1.719756304133983
of	district	8	2277	32	1.719756304133983
of	200	4	2277	16	1.719756304133983
of	clark	3	2277	12	1.719756304133983
of	factor	5	2277	20	1.719756304133983
by	county	9	689	119	1.7194219457006832
question	call	3	134	204	1.7191228485624936
emergency	he	3	16	1709	1.7187006993156224
failure	he	3	16	1709	1.7187006993156224
he	jan	3	1709	16	1.7187006993156224
he	warm	3	1709	16	1.7187006993156224
he	retirement	3	1709	16	1.7187006993156224
this	event	26	1758	135	1.7165796462174627
insurance	on	4	31	1178	1.7163547460532695
ca	much	5	191	239	1.7163073391414705
high	go	4	110	332	1.7162757353990212
guy	like	4	90	406	1.7154858667557547
love	people	7	292	219	1.715418183847019
for	arrest	10	1865	49	1.7149332159001596
a	variety	12	5773	19	1.7146043575403913
three	have	44	144	2793	1.7145816391856405
this	competition	5	1758	26	1.7144439018734718
happy	so	3	72	381	1.7140651920561274
home	their	6	194	283	1.7130662959727518
all	example	3	572	48	1.7128035434922162
have	six	18	2793	59	1.7123569740711269
can	only	17	900	173	1.7117283026671832
enjoy	also	8	103	712	1.7104409221209893
$	to	16	65	2257	1.710116364050315
the	same	96	8549	103	1.7095968952784002
year	build	3	320	86	1.7094445314023015
year	process	3	320	86	1.7094445314023015
two	these	4	264	139	1.7093396881886447
break	take	3	75	367	1.709182437652668
write	about	4	72	510	1.7083964419694353
they	travel	3	1450	19	1.7078726826458794
they	beat	3	1450	19	1.7078726826458794
they	as	3	1450	19	1.7078726826458794
they	arm	3	1450	19	1.7078726826458794
they	field	3	1450	19	1.7078726826458794
just	opportunity	3	599	46	1.707663232145963
so	think	9	381	217	1.7074014617751168
and	smith	7	1649	39	1.7072519000284943
that	spirit	3	1723	16	1.7069303947668135
some	even	5	317	145	1.7063548550036263
some	require	3	317	87	1.7063548550036263
this	whole	13	1758	68	1.7059324020179543
other	people	5	210	219	1.7055703978906718
her	family	7	388	166	1.7050775287941573
2	go	7	194	332	1.7050775287941573
hard	to	26	106	2257	1.7050034406566625
to	return	13	2257	53	1.7050034406566625
game	us	4	214	172	1.7049431391673606
management	at	3	29	952	1.7048386225562462
price	at	6	58	952	1.7048386225562462
at	throw	3	952	29	1.7048386225562462
at	000	3	952	29	1.7048386225562462
you	buy	7	1290	50	1.7030182622428685
i	surprise	14	2633	49	1.7028281521669386
i	mess	4	2633	14	1.7028281521669386
i	anyway	6	2633	21	1.7028281521669386
great	really	9	272	305	1.7024716080123299
can	email	4	900	41	1.7013416844354847
use	them	5	163	283	1.701216578095008
this	model	4	1758	21	1.7006381023484411
cause	this	12	63	1758	1.7006381023484411
by	complete	5	689	67	1.700153611995904
with	girl	5	1126	41	1.7000598584596547
stop	now	3	100	277	1.7000390251678488
too	’m	4	216	171	1.699934863221239
and	22	5	1649	28	1.6998723696628968
real	like	4	91	406	1.699544322886733
a	failure	10	5773	16	1.699497465150183
a	knife	5	5773	8	1.699497465150183
a	quarterback	5	5773	8	1.699497465150183
a	consultant	5	5773	8	1.699497465150183
a	pair	10	5773	16	1.699497465150183
a	profit	10	5773	16	1.699497465150183
will	create	7	1136	57	1.697392668658786
conversation	do	5	34	1361	1.6966887824036339
also	present	5	712	65	1.6965017311631156
the	opposite	12	8549	13	1.6956577043205265
every	win	3	157	177	1.6954110820171373
use	would	6	163	341	1.6952812977365117
last	start	3	130	214	1.6938025815621602
he	speak	7	1709	38	1.6931656072084849
your	today	6	546	102	1.6924548981004137
your	help	9	546	153	1.6924548981004137
at	loss	4	952	39	1.6924548981004137
time	place	6	369	151	1.6917556356062868
too	many	3	216	129	1.6915226234050391
with	drink	4	1126	33	1.6912896488319225
with	cover	4	1126	33	1.6912896488319225
8	with	4	33	1126	1.6912896488319225
make	person	3	404	69	1.690901441461798
take	lot	6	367	152	1.6900736147049635
can	view	6	900	62	1.6896598793878495
work	student	3	372	75	1.6896598793878495
can	learn	6	900	62	1.6896598793878495
in	case	23	2353	91	1.6881565909046248
not	recover	3	1995	14	1.6881094278244495
have	delivery	3	2793	10	1.6881094278244495
not	rule	6	1995	28	1.6881094278244495
have	meat	3	2793	10	1.6881094278244495
have	announcement	3	2793	10	1.6881094278244495
have	kelly	3	2793	10	1.6881094278244495
have	cultural	3	2793	10	1.6881094278244495
have	tale	3	2793	10	1.6881094278244495
not	lawyer	3	1995	14	1.6881094278244495
from	release	3	508	55	1.6875929806949364
would	pay	3	341	82	1.6864574473495055
take	back	5	367	127	1.6862820355425894
choice	but	3	54	518	1.6859415911417392
need	country	4	373	100	1.685786870240643
for	spot	6	1865	30	1.685786870240643
for	treat	3	1865	15	1.685786870240643
for	breakfast	4	1865	20	1.685786870240643
for	writer	4	1865	20	1.685786870240643
for	non	5	1865	25	1.685786870240643
old	now	3	101	277	1.6856837321907785
’s	big	25	1505	155	1.6848588931240283
of	above	10	2277	41	1.6841323944032618
like	person	3	406	69	1.6837770070284164
story	their	5	165	283	1.6836225180802697
all	power	3	572	49	1.6830562000981641
and	officiate	3	1649	17	1.6827988563039553
and	brilliant	3	1649	17	1.6827988563039553
and	culture	3	1649	17	1.6827988563039553
and	jones	3	1649	17	1.6827988563039553
and	miller	3	1649	17	1.6827988563039553
a	few	21	5773	34	1.6824239517912416
time	goal	3	369	76	1.6822328614877802
month	about	3	55	510	1.6819242306082443
your	part	7	546	120	1.6803820657998387
at	teach	6	952	59	1.680176568321977
we	control	7	1821	36	1.679589593909059
every	run	3	157	179	1.6792008548358783
it	complicate	5	3347	14	1.678595217413834
will	site	4	1136	33	1.67853364140747
this	demand	3	1758	16	1.6779180258483577
this	trick	3	1758	16	1.6779180258483577
this	celebration	3	1758	16	1.6779180258483577
this	priority	3	1758	16	1.6779180258483577
this	method	3	1758	16	1.6779180258483577
she	finally	3	970	29	1.6778154487896997
a	adventure	8	5773	13	1.6771296521217285
with	26	3	1126	25	1.6767900791368076
with	fan	3	1126	25	1.6767900791368076
leave	want	4	107	351	1.675880673564898
so	seem	3	381	74	1.67453682786949
you	believe	7	1290	51	1.6744491100460976
n’t	put	5	723	65	1.6743833251783957
i	anything	14	2633	50	1.6736818065074222
the	unanimously	10	8549	11	1.6736313979905275
the	bottom	10	8549	11	1.6736313979905275
2	come	4	194	194	1.6728491958963503
in	valley	4	2353	16	1.672389275046308
in	taylor	3	2353	12	1.672389275046308
in	presence	3	2353	12	1.672389275046308
in	adult	5	2353	20	1.672389275046308
in	jail	5	2353	20	1.672389275046308
in	language	4	2353	16	1.672389275046308
in	2007	4	2353	16	1.672389275046308
in	half	8	2353	32	1.672389275046308
in	e	4	2353	16	1.672389275046308
in	physical	4	2353	16	1.672389275046308
in	retirement	4	2353	16	1.672389275046308
in	pride	4	2353	16	1.672389275046308
in	shot	3	2353	12	1.672389275046308
in	occur	3	2353	12	1.672389275046308
in	country	25	2353	100	1.672389275046308
in	division	3	2353	12	1.672389275046308
in	swim	3	2353	12	1.672389275046308
in	south	11	2353	44	1.672389275046308
in	connection	3	2353	12	1.672389275046308
two	leave	3	264	107	1.6717762752321614
two	season	3	264	107	1.6717762752321614
your	comment	4	546	69	1.6713932825725841
on	conduct	3	1178	24	1.670551056440145
on	exist	3	1178	24	1.670551056440145
on	lie	3	1178	24	1.670551056440145
on	effect	4	1178	32	1.670551056440145
on	28	3	1178	24	1.670551056440145
on	michael	4	1178	32	1.670551056440145
you	hear	13	1290	95	1.6701036397701334
real	but	5	91	518	1.670000047272718
need	him	7	373	177	1.6693924319899744
would	interest	3	341	83	1.6689700206206646
all	include	6	572	99	1.6684094241337628
school	year	6	177	320	1.668103736021402
not	true	15	1995	71	1.6676453252647339
a	environment	11	5773	18	1.6670759874578056
book	his	4	75	504	1.666576266274808
out	re	3	189	150	1.666576266274808
his	record	4	504	75	1.666576266274808
call	these	3	204	139	1.6662709662967587
your	house	6	546	104	1.6644405219308172
say	learn	3	458	62	1.6642372825079428
will	volunteer	3	1136	25	1.6640340717123552
we	forward	5	1821	26	1.6636480500400375
we	talent	5	1821	26	1.6636480500400375
with	problem	17	1126	143	1.6632752726623259
now	’m	5	277	171	1.6630082942228817
not	identify	4	1995	19	1.662574335717312
not	grant	4	1995	19	1.662574335717312
that	amount	4	1723	22	1.6625362754083601
that	claim	4	1723	22	1.6625362754083601
job	get	6	121	470	1.6622571971521676
i	try	30	2633	108	1.6621861676695926
i	grateful	5	2633	18	1.6621861676695926
big	take	6	155	367	1.6618767228743114
and	husband	4	1649	23	1.6617372407761257
and	speaker	4	1649	23	1.6617372407761257
from	officer	3	508	56	1.661597772161992
it	completely	12	3347	34	1.6615217040548926
it	anymore	6	3347	17	1.6615217040548926
of	26	6	2277	25	1.6608626150804144
always	should	6	215	265	1.6595959819517399
have	error	5	2793	17	1.6595402756276787
have	none	5	2793	17	1.6595402756276787
have	seven	15	2793	51	1.6595402756276787
have	prove	5	2793	17	1.6595402756276787
good	deal	3	548	52	1.659165579890143
the	foundation	18	8549	20	1.6591318282954124
our	save	3	413	69	1.6591149527941473
miss	n’t	7	92	723	1.658616009320079
we	development	9	1821	47	1.6574958230584422
i	see	70	2633	253	1.656472516475199
about	nice	3	510	56	1.6559290220752996
at	15	4	952	40	1.6559290220752996
at	request	4	952	40	1.6559290220752996
at	university	3	952	30	1.6559290220752996
way	over	3	169	169	1.655878508427393
feel	just	10	159	599	1.655307827084827
it	seem	26	3347	74	1.6550083970962182
do	nice	8	1361	56	1.6548686067090068
do	mine	3	1361	21	1.6548686067090068
do	think	31	1361	217	1.6548686067090068
you	what	57	1290	421	1.6547331210583347
’s	balance	3	1505	19	1.6541620959011119
target	’s	3	19	1505	1.6541620959011119
’s	blood	3	1505	19	1.6541620959011119
it	pretty	33	3347	94	1.6538273122648919
life	want	6	163	351	1.6535820064561235
teach	she	6	59	970	1.6531533945554304
take	car	3	367	78	1.6525989092863007
in	attend	16	2353	65	1.6500214620178535
by	lead	8	689	111	1.6498988412162081
part	much	3	120	239	1.6498799774024946
we	hotel	4	1821	21	1.649842250515007
we	’ll	8	1821	42	1.649842250515007
it	fix	7	3347	20	1.6494488717543176
of	current	5	2277	21	1.6493669762425853
cause	of	15	63	2277	1.6493669762425853
of	debate	5	2277	21	1.6493669762425853
and	texas	5	1649	29	1.6492462965929287
her	kid	3	388	74	1.6482711731756843
25	with	4	34	1126	1.6482209269400365
up	run	4	214	179	1.6473921166052021
way	’re	3	169	170	1.6473670085718757
n’t	agree	4	723	53	1.6469025887562887
but	seem	4	518	74	1.646413226955102
change	thing	5	225	213	1.6461121637150926
change	would	8	225	341	1.645265760029396
she	church	9	970	89	1.6450255136720302
will	vote	9	1136	76	1.6449252487646504
may	county	3	242	119	1.6439563804092236
can	future	6	900	64	1.6438561897747246
have	several	16	2793	55	1.6437153084659961
my	kid	4	519	74	1.643630786283775
they	want	53	1450	351	1.6434309296269471
play	’re	4	226	170	1.6431049817177161
of	art	9	2277	38	1.6417537921327099
the	fellowship	8	8549	9	1.64120992029815
the	boat	8	8549	9	1.64120992029815
18	and	6	35	1649	1.6409786806093283
no	one	14	615	219	1.6408001425004342
a	jonathan	3	5773	5	1.6406037760966146
a	honour	3	5773	5	1.6406037760966146
a	supervisor	3	5773	5	1.6406037760966146
a	indicate	3	5773	5	1.6406037760966146
a	potluck	3	5773	5	1.6406037760966146
a	provision	3	5773	5	1.6406037760966146
a	certain	6	5773	10	1.6406037760966146
a	syria	3	5773	5	1.6406037760966146
a	chronic	3	5773	5	1.6406037760966146
a	workout	3	5773	5	1.6406037760966146
a	grandfather	3	5773	5	1.6406037760966146
a	distinct	3	5773	5	1.6406037760966146
a	specialist	3	5773	5	1.6406037760966146
a	undergo	3	5773	5	1.6406037760966146
a	discharge	3	5773	5	1.6406037760966146
a	ankle	3	5773	5	1.6406037760966146
a	starter	3	5773	5	1.6406037760966146
a	bucket	3	5773	5	1.6406037760966146
a	boom	3	5773	5	1.6406037760966146
a	dip	3	5773	5	1.6406037760966146
a	demonstration	3	5773	5	1.6406037760966146
a	element	3	5773	5	1.6406037760966146
a	container	3	5773	5	1.6406037760966146
a	boss	3	5773	5	1.6406037760966146
a	vast	3	5773	5	1.6406037760966146
a	addition	3	5773	5	1.6406037760966146
a	bull	3	5773	5	1.6406037760966146
a	devote	3	5773	5	1.6406037760966146
a	vital	3	5773	5	1.6406037760966146
a	memorable	3	5773	5	1.6406037760966146
a	mob	3	5773	5	1.6406037760966146
a	basement	3	5773	5	1.6406037760966146
a	enjoyable	3	5773	5	1.6406037760966146
a	greece	3	5773	5	1.6406037760966146
a	warrior	3	5773	5	1.6406037760966146
a	cruz	3	5773	5	1.6406037760966146
a	dilemma	3	5773	5	1.6406037760966146
their	let	4	283	136	1.6405537961883838
1	team	4	250	154	1.6401040549136172
in	retire	11	2353	45	1.6399677973539306
in	raise	11	2353	45	1.6399677973539306
’s	unique	5	1505	32	1.6390552035109036
approach	by	3	42	689	1.6369597855087101
that	fear	5	1723	28	1.6365410668754157
with	please	7	1126	60	1.6361480946394615
into	back	3	228	127	1.6360626800548541
from	hear	5	508	95	1.6360626800548541
from	nothing	4	508	76	1.6360626800548541
very	feel	7	425	159	1.6358278160187902
i	okay	3	2633	11	1.6357139563084018
i	television	3	2633	11	1.6357139563084018
i	mail	3	2633	11	1.6357139563084018
i	admit	3	2633	11	1.6357139563084018
i	forget	9	2633	33	1.6357139563084018
i	twice	3	2633	11	1.6357139563084018
i	grade	6	2633	22	1.6357139563084018
at	stand	7	952	71	1.6354649195155841
know	let	4	284	136	1.6354649195155841
will	rest	4	1136	34	1.6354649195155841
about	know	15	510	284	1.6354649195155841
will	august	4	1136	34	1.6354649195155841
and	march	7	1649	41	1.6351021142726587
and	april	7	1649	41	1.6351021142726587
understand	do	10	71	1361	1.6344045041492912
they	jail	3	1450	20	1.6338721012021027
they	treatment	3	1450	20	1.6338721012021027
they	2010	3	1450	20	1.6338721012021027
this	thanks	6	1758	33	1.6335239064899043
this	consider	8	1758	44	1.6335239064899043
this	paper	4	1758	22	1.6335239064899043
in	match	9	2353	37	1.6328609108596706
and	two	45	1649	264	1.6327581738043597
can	without	8	900	86	1.6326289343514706
of	select	4	2277	17	1.6322934628836436
25	of	8	34	2277	1.6322934628836436
of	bob	4	2277	17	1.6322934628836436
of	protection	4	2277	17	1.6322934628836436
his	he	89	504	1709	1.6321917060609477
good	together	3	548	53	1.6316848434680358
he	replace	3	1709	17	1.631237858065283
he	was	3	1709	17	1.631237858065283
we	must	25	1821	133	1.6307334275673024
way	us	3	169	172	1.6304931900074795
your	understand	4	546	71	1.630170619846071
for	success	5	1865	26	1.6292033418742757
education	she	3	30	970	1.6289058483087533
she	24	3	970	30	1.6289058483087533
she	university	3	970	30	1.6289058483087533
great	season	3	272	107	1.6287075533402755
3	year	3	91	320	1.6279146459057032
we	plenty	3	1821	16	1.6271221740149233
we	demand	3	1821	16	1.6271221740149233
we	blame	3	1821	16	1.6271221740149233
two	there	15	264	552	1.6266468997425017
enjoy	them	3	103	283	1.6264786109766611
on	health	4	1178	33	1.6261569370816915
on	face	8	1178	66	1.6261569370816915
buy	do	7	50	1361	1.6257222610494904
all	around	5	572	85	1.6253407022418769
man	great	4	143	272	1.6253407022418769
we	get	88	1821	470	1.6250743453660648
of	30	11	2277	47	1.624599071093643
for	20	9	1865	47	1.6230511148926805
not	easy	17	1995	83	1.6229252590643122
into	get	11	228	470	1.6226995381781615
a	become	64	5773	108	1.6226818680993522
write	like	3	72	406	1.6223764623642731
air	in	7	29	2353	1.62176320197634
can	watch	6	900	65	1.6214883767462702
at	email	4	952	41	1.6203051123445784
with	friend	9	1126	78	1.6202065507704402
with	side	6	1126	52	1.6202065507704402
actually	n’t	4	54	723	1.6199355411560192
that	culture	3	1723	17	1.619467553516474
that	solve	3	1723	17	1.619467553516474
that	concept	3	1723	17	1.619467553516474
that	exactly	3	1723	17	1.619467553516474
two	lead	3	264	111	1.6188273952832024
will	award	5	1136	43	1.618591100951188
will	morning	5	1136	43	1.618591100951188
a	fantastic	13	5773	22	1.6185774697666155
the	born	14	8549	16	1.6184898437980666
the	founder	7	8549	8	1.6184898437980666
the	majority	7	8549	8	1.6184898437980666
can	nothing	7	900	76	1.6183210976675872
can	tell	7	900	76	1.6183210976675872
very	person	3	425	69	1.6177938931885285
would	move	3	341	86	1.6177446972654914
have	horse	4	2793	14	1.6177200999330514
never	know	7	241	284	1.6173933465935662
to	cry	3	2257	13	1.6170069596588335
to	slow	3	2257	13	1.6170069596588335
to	promise	6	2257	26	1.6170069596588335
to	recognize	3	2257	13	1.6170069596588335
to	ourselves	3	2257	13	1.6170069596588335
to	shower	3	2257	13	1.6170069596588335
’s	talent	4	1505	26	1.616687390482449
just	wonderful	3	599	49	1.616515344087768
by	score	5	689	71	1.6164956829489945
a	tough	23	5773	39	1.6157291074575852
can	any	17	900	185	1.6149750697875958
make	money	4	404	97	1.6145505553316832
in	26	6	2353	25	1.6134955859927393
a	powerful	10	5773	17	1.6120346238998438
on	trail	3	1178	25	1.6116573673865764
on	property	9	1178	75	1.6116573673865764
by	create	4	689	57	1.6114246934015726
good	always	12	548	215	1.611412448441775
price	from	3	58	508	1.6109716990920238
or	just	10	164	599	1.6106387777510986
he	smart	4	1709	23	1.6101762425374533
write	your	4	72	546	1.6099927379084407
bar	at	3	31	952	1.6086233072969431
at	shop	3	952	31	1.6086233072969431
late	she	7	71	970	1.6084417457490376
no	public	6	615	96	1.6082322800440034
no	law	3	615	48	1.6082322800440034
but	nothing	4	518	76	1.6079390791404662
story	then	3	165	179	1.6074993894816896
will	johnson	3	1136	26	1.6074505433459876
will	forward	3	1136	26	1.6074505433459876
with	13	4	1126	35	1.6064007512454095
with	feature	4	1126	35	1.6064007512454095
n’t	but	38	723	518	1.6059422690765193
to	easy	19	2257	83	1.6053722591754302
you	them	37	1290	283	1.6043146527570564
of	wilson	3	2277	13	1.604279086714047
of	san	3	2277	13	1.604279086714047
of	side	12	2277	52	1.604279086714047
of	crash	3	2277	13	1.604279086714047
of	typical	3	2277	13	1.604279086714047
of	shift	3	2277	13	1.604279086714047
of	flavor	3	2277	13	1.604279086714047
of	marriage	3	2277	13	1.604279086714047
of	purpose	6	2277	26	1.604279086714047
of	ahead	3	2277	13	1.604279086714047
problem	there	8	143	552	1.604279086714047
of	smell	3	2277	13	1.604279086714047
even	do	20	145	1361	1.6042425336390387
do	trust	4	1361	29	1.6042425336390387
help	you	20	153	1290	1.6040597821546998
out	get	9	189	470	1.6038405109268457
may	call	5	242	204	1.6033143959118779
it	simple	20	3347	59	1.6033070901095972
i	alive	4	2633	15	1.6032924786160243
to	nov	8	2257	35	1.603201160133803
to	grind	8	2257	35	1.603201160133803
season	now	3	107	277	1.6024282285414264
in	hill	5	2353	21	1.60199994715491
jackson	in	5	21	2353	1.60199994715491
in	kitchen	5	2353	21	1.60199994715491
we	lot	28	1821	152	1.601587081907786
would	require	3	341	87	1.6010659561188612
notice	you	3	23	1290	1.6009200746241325
you	someone	3	1290	23	1.6009200746241325
say	police	5	458	108	1.6005116848975556
ca	but	10	191	518	1.6003658594356653
come	help	3	194	153	1.6003366961119823
and	september	6	1649	36	1.6003366961119823
and	black	5	1649	30	1.6003366961119823
and	opinion	4	1649	24	1.6003366961119823
and	unit	3	1649	18	1.6003366961119823
and	friend	13	1649	78	1.6003366961119823
and	9	5	1649	30	1.6003366961119823
and	relationship	6	1649	36	1.6003366961119823
and	coffee	3	1649	18	1.6003366961119823
a	freshman	7	5773	12	1.5999617915992685
the	tournament	19	8549	22	1.5996308165467505
can	death	4	900	44	1.5994620704162712
can	body	3	900	33	1.5994620704162712
have	eight	11	2793	39	1.5991044217657047
that	evidence	4	1723	23	1.5984059379886446
good	think	12	548	217	1.5980540655867557
